Incident_ID,Date,Quarter,School,City,State,School_Level,During_School,Summary
20030414LAJON,2003/4/14,Spring,John McDonogh High School,New Orleans,LA,High,Yes,Gang members targeted rival gang member in school gym
20030414LAFAS,2003/4/14,Spring,Fair Park High School,Shereveport,LA,High,Yes,"Showing off gun, struck friend in stomach"
20030410CAWAW,2003/4/10,Spring,Walnut High School,Walnut,CA,High,Yes,Student fatally shot himself inside cafeteria during lunch
20030401DCCAW,2003/4/1,Spring,Cardozo High School,Washington,DC,High,Yes,Gang-related fight in hallway between students
20030330CAROW,2003/3/30,Spring,Rolling Hills Middle School,Watsonville,CA,High,No,Man shot during gang dispute because of belt color
20030321MSNOM,2003/3/21,Spring,Northeast High School,Meridian,MS,High,Yes,Student shot self in bathroom
20030318IACLG,2003/3/18,Spring,Clayton Ridge High School,Guttenberg,IA,High,Yes,"Talked with principal, pulled out gun, and shot himself in office"
20030205CORAW,2003/2/5,Winter,Ranum High School,Westminster,CO,High,Yes,"Shots fired during fight, missed target, shooter fled"
20030130OKJEJ,2003/1/30,Winter,Jenks High School,Jenks,OK,High,Yes,"Student climbed on roof, threatened to shoot himself, surrendered to police after 2 hours"
20030121KYWEO,2003/1/21,Winter,West Carter Middle School,Olive Hill,KY,Middle,Yes,"Took student hostage, walked him down hallway, surrendered to SRO"
20021216ILENC,2002/12/16,Winter,Englewood High School,Chicago,IL,High,No,Shooting outside school following prior altercation
20021212WAWIC,2002/12/12,Winter,Wind River Middle School,Carson,WA,Middle,No,Shot at school window from across the street then shot self
20021202MIOSD,2002/12/2,Winter,Osborn High School,Detroit,MI,High,Yes,"Accidental discharge, shot self"
20021115TXSCS,2002/11/15,Fall,Scurry-Rosser High School,Scurry,TX,High,Yes,"Former student with shotgun forced students into cafeteria, splashed gasoline, wanted to light school on fire"
20021115CAAML,2002/11/15,Fall,Ambler Avenue Elementary School,Los Angeles,CA,Elementary,No,"Multiple shots fired by unknown person on the school grounds, 2 struck"
20021107MOSTL,2002/11/7,Fall,St. James Catholic School,Liberty,MO,K-8,Yes,Shot wife and son in school parking lot
20021029NJLIJ,2002/10/29,Fall,Lincoln High School,Jersey City,NJ,High,Yes,Shots fired during fight in school hallway
20021007MDBEB,2002/10/7,Fall,Benjamin Tasker Middle School,Bowie,MD,Middle,Yes,Serial Sniper Victim
20021004TXPAS,2002/10/4,Fall,Page Middle School,San Antonio,TX,High,Yes,Shot herself in the school parking lot in front of other students
20021004MTCMG,2002/10/4,Fall,C M Russell HIgh School,Great Falls,MT,High,Yes,Gang related shooting in parking lot
20020426LAABN,2002/4/26,Spring,Abramson High School,New Orleans,LA,High,No,"Armed security guards playing quick draw game, gun went off killing one"
20020406MDLEB,2002/4/6,Spring,Leith Walk Elementary School,Baltimore,MD,Elementary,No,Officer shot teen behind the school
20020322CAJOC,2002/3/22,Spring,John Barrett Middle School,Carmichael,CA,Middle,Yes,"Student had list of 8 teachers to kill and 50 rounds of ammo, surrendered to police officer"
20020207ILROC,2002/2/7,Winter,Roosevelt High School,Chicago,IL,High,Yes,Fired during a fist fight striking 2 students who were not involved
20020206CAGAL,2002/2/6,Winter,Gardena High School,Los Angeles,CA,High,Yes,Botched robbery in school hallway
20020201TXBRB,2002/2/1,Winter,Brock High School,Brock,TX,High,No,"Man having affair with basketball coach's wife, attacked them in school parking lot"
20020124PAOLO,2002/1/24,Winter,Oley High School (bus),Oley,PA,High,Yes,"Bus driver with rifle kidnapped 13 students and drove them 150 miles to area near Washington, DC"
20020115NYMAN,2002/1/15,Winter,"Martin Luther King, Jr. High School",New York,NY,High,Yes,Two boys teased a girl and pulled a bandana (gang colors) off her head; shot by her boyfriend
20020111MSRAJ,2002/1/11,Winter,Raymond High School,Jackson,MS,High,Yes,"Made threats about school shooting, suspended, took principal hostage next day"
20011130TXFRF,2001/11/30,Fall,Friendswood Junior High School,Friendswood,TX,High,No,"Teacher fired gun in classroom at 6:00, reported shots were fired at her class room at 9:12 AM"
20011112MICAC,2001/11/12,Fall,Caro Learning Center,Caro,MI,High,Yes,"Upset about break-up, looking for girlfriend, took other student and teacher hostage, commit suicide"
20011026MIBES,2001/10/26,Fall,Benito Juarez Academy,Siginaw,MI,High,Yes,"Student tossing jacket back and forth, gun in pocket discharged"
20011026CARER,2001/10/26,Fall,Redondo Union High School,Redondo Beach,CA,High,Yes,"Gun fell out of backpack, fired, and struck student"
20011012UTTAT,2001/10/12,Fall,Taylorsville High School,Taylorsville,UT,High,Yes,Commit suicide in hallway
20010921MDLAB,2001/9/21,Fall,Lake Clifton Eastern High School,Baltimore,MD,High,Yes,Ongoing fight related to neighborhood dispute between students
20010912KYLAC,2001/9/12,Fall,Latonia Elementary School,Covington,KY,Elementary,Yes,Fight between parents escalated into shooting in front of students
20010730CABEL,2001/7/30,Summer,Belmont High School,Los Angeles,CA,High,Yes,Police officer shot by teen in school
20010607TXOUA,2001/6/7,Summer,Ousley Junior High School,Arlington,TX,High,No,Officer killed during training drill at school
20010515TXENE,2001/5/15,Spring,Ennis High School,Ennis,TX,High,Yes,"Held class hostage, shot TV, and then shot self"
20010425OHJOC,2001/4/25,Spring,John Marshall High School,Cleveland,OH,High,No,"Janitor shot outside of school, no suspects"
20010420LAMOM,2001/4/20,Spring,Monroe City Alternative Center,Monroe,LA,High,Yes,"Student fired 5 shots that missed, students were able to block doors until police arrived"
20010410WAWAM,2001/4/10,Spring,Wahluke High School,Mattawa,WA,High,Yes,"Held class hostage, recent change in medication"
20010402TXKLH,2001/4/2,Spring,Kleb Intermediate School,Houston,TX,High,Yes,Female student shot herself in bathroom
20010330INLEG,2001/3/30,Spring,Lew Wallace High School,Gary,IN,High,No,Ongoing fight relating to both bullying and gangs
20010322CAGRE,2001/3/22,Spring,Granite Hills High School,El Cajon,CA,High,Yes,"Planned attack, SRO at school shot at shooter and detained him"
20010307WAKEC,2001/3/7,Spring,Kentwood High School,Covington,WA,High,Yes,"Student pulled gun in class, talked about suicide, talked into surrendering by two other students"
20010307PABIW,2001/3/7,Spring,Bishop Neumann High School,Williamsport,PA,High,Yes,Bullied student shot head cheerleader
20010306MDLAL,2001/3/6,Spring,Largo High School,Largo,MD,High,No,"Two teens went into school looking for student they had conflict with, fired shots"
20010305CASAS,2001/3/5,Spring,Santana High School,Santee,CA,High,Yes,"Bullying, planned attack, planned suicide by cop"
20010302CAHOS,2001/3/2,Spring,Hoover High School,San Diego,CA,High,Yes,"Student shot himself in parking lot, upset about breakup"
20010202MIOSD,2001/2/2,Winter,Osborn High School,Detroit,MI,High,Yes,"2 students and 1 teacher shot in bandroom by unknown student, possible to get class dismissed early"
20010117MDLAB,2001/1/17,Winter,Lake Clifton Eastern High School,Baltimore,MD,High,Yes,Shooting stemmed from a fight that occurred a month prior
20010110CAHUO,2001/1/10,Winter,Hueneme High School,Oxnard,CA,High,Yes,Distraught over family issues - wanted to die at the hands of police - took hostage in school 
20010103CABAS,2001/1/3,Winter,Balboa High School,San Francisco,CA,High,Yes,"Shot himself in leg during class, fled, ditched gun, then went to nurses office"
20001221FLNOM,2000/12/21,Winter,Norland Elementary School,Miami,FL,Elementary,Yes,Teens shot armored car guard picking up money from the school
20001207CARIR,2000/12/7,Winter,Richmond High School,Richmond,CA,High,Yes,Special education student shot outside school in drive by
20001201CAJUS,2000/12/1,Winter,Junipero Serra High School,San Diego,CA,High,Yes,"Accidental discharge, shot self showing off gun"
20001201CAGRL,2000/12/1,Winter,Granada Hills High School,Los Angeles,CA,High,No,Setup camera and shot self in parking lot in front of school
20001101TXNEC,2000/11/1,Fall,Newman Smith High School,Carrollton,TX,High,Yes,Held 19 students and teacher hostage for 30 minutes
20001024AZPIG,2000/10/24,Fall,Pioneer Elementary School,Glendale,AZ,Elementary,Yes,Held elementary school class hostage until surrendering
20001005MNMIM,2000/10/5,Fall,Minneapolis North High School,Minneapolis,MN,High,No,"Two non-student shot outside school, likely gang related"
20000926LACAN,2000/9/26,Fall,Carter G. Woodson Middle School,New Orleans,LA,Middle,Yes,Multiple prior fights between shooter and victim
20000918OHMOM,2000/9/18,Fall,Mount Healthy North Junior High,Mount Healthy,OH,Junior High,Yes,"Fired shot into classroom ceiling, surrendered gun to SRO after 25 minutes, motive unclear"
20000907ILLOR,2000/9/7,Fall,Longfellow Elementary School,Rock Island,IL,Elementary,No,Robbery
20000905OHBIB,2000/9/5,Fall,Bidwell Porter Elementary School,Bidwell,OH,Elementary,No,"Cafeteria worker shot by estranged husband, fled, later commit suicide at home"
20000726OHTIC,2000/7/26,Summer,Timken Senior High School,Canton,OH,High,Yes,"Ongoing feud with victim, shot him in parking lot of school"
20000717WADIR,2000/7/17,Summer,Dimmitt Middle School,Renton,WA,Middle,Yes,"Jumped on cafeteria table, fired one shot into ceiling, ordered students to go to the stage but they fled, then shooter fled"
20000526FLLAL,2000/5/26,Spring,Lake Worth Middle School,Lake Worth,FL,Middle,Yes,Teacher had given F on assignment (possibly throwing water balloons)
20000510AZCAS,2000/5/10,Spring,Carmichael Elementary School,Sierra Vista,AZ,Elementary,Yes,"Killed estranged wife in preschool classroom, students were present"
20000502COTHD,2000/5/2,Spring,Thomas Jefferson High School,Denver,CO,High,Yes,Shot self in parking lot
20000410AZLAT,2000/4/10,Spring,La Cima Middle School,Tucson,AZ,Middle,No,Teacher shot herself and made up story about being shot by unknown student
20000406OKHUH,2000/4/6,Spring,Hugo High School,Hugo,OK,High,Yes,Feud between parents turned into shooting at track meet.
20000323OHMCL,2000/3/23,Spring,McKinley Elementary School,Lisbon,OH,Elementary,Yes,"Took class hostage, wanted to go to jail to be with mother"
20000310GABES,2000/3/10,Spring,Beach High School,Savannah,GA,High,No,Shots fired during fight at school dance
20000229MIBUF,2000/2/29,Winter,Buell Elementary School,Flint,MI,Elementary,Yes,1st grader shot classmate inside school
20000214ILDUC,2000/2/14,Winter,Duke Ellington Elementary School,Chicago,IL,Elementary,Yes,"Accident discharge in bathroom, round went through wall and struck student in a classroom"
20000210PAPEY,2000/2/10,Winter,Penn Wood East Junior High School,Yeadon,PA,Junior High,Yes,"Ongoing fight, fired gun and missed, pointed at principal and misfired"
20000126NESOO,2000/1/26,Winter,South High School,Omaha,NE,High,Yes,"Shooter targeted victim he was fighting with, missed and hit female student"
20000126CAALM,2000/1/26,Winter,Alicia Reyes Elementary School,Merced,CA,Elementary,Yes,Ongoing dispute that escalated
20000120NCERA,2000/1/20,Winter,Erwin High School,Asheville,NC,High,No,"Fired rifle into school building, made bomb threat"
20000119FLRIN,2000/1/19,Winter,Ridgewood High School,New Port Richey,FL,High,Yes,Accidental discharge while passing pistol to friend in parking lot
20000113NMALA,2000/1/13,Winter,Albuquerque High School,Albuquerque,NM,High,Yes,"Four students from another high school involved in fight in parking lot, shots fired"
20000110AKBAA,2000/1/10,Winter,Bartlett High School,Anchorage,AK,High,No,"Fight between students, shooter fired two shots that missed target and fled"
19991206OKFOF,1999/12/6,Winter,Fort Gibson Middle School,Fort Gibson,OK,Middle,Yes,"Fired shots at the crowd outside of the school, tackled by SRO and teacher, inspired by Columbine"
19991119NMDED,1999/11/19,Fall,Deming Middle School,Deming,NM,Middle,Yes,Fired shot and then surrendered to school officials
19991117TXDID,1999/11/17,Fall,Dickinson High School,Dickinson,TX,High,Yes,"Showing off gun in bathroom, accidental discharge"
19991026WVGUB,1999/10/26,Fall,Guyan Valley High School,Branchland,WV,High,No,Bus driver killed janitor then self (believed wife was having affair)
19991026PAMAP,1999/10/26,Fall,Martin Luther King High School,Philadelphia,PA,High,Yes,Shooter thought victim had insulted his girlfriend
19991021CASAP,1999/10/21,Fall,San Fernando High School,Pacoima,CA,High,No,Student shot by group of multiple students outside of school
19991011NVCLL,1999/10/11,Fall,Clark High School,Las Vegas,NV,High,No,Gang related shooting outside of school
19991004SDJOP,1999/10/4,Fall,John Bartram High School,Philadelphia City,SD,High,Yes,"Principal grabbed gun during fight between student, shot in foot"
19990927FLEGT,1999/9/27,Fall,Egypt Lake Elementary School,Tampa,FL,Elementary,Yes,"Girl shot in head outside of school, long range shot"
19990909CASAS,1999/9/9,Fall,Santa Teresa High School,San Jose,CA,High,Yes,Shot self in school bathroom
19990825GAJAM,1999/8/25,Summer,Jasper County High School,Monticello,GA,High,Yes,Suicide in parking lot of school
19990520GAHEC,1999/5/20,Spring,Heritage High School,Conyers,GA,High,Yes,"Columbine inspired, depressed, told other students about desire to commit school shooting"
19990422LASCB,1999/4/22,Spring,Scotlandville Middle School,Baton Rouge,LA,Middle,Yes,"Shooter targeted victim due to prior fight, hit the girl the target was walking with"
19990422GAMAA,1999/4/22,Spring,Martin Luther King Jr. Middle School,Atlanta,GA,Middle,No,"Victim shot in back outside school, shooter and victim had Ongoing dispute"
19990420COCOL,1999/4/20,Spring,Columbine High School,Littleton,CO,High,Yes,Planned attack and bombing of school
19990416IDNON,1999/4/16,Spring,Notus Jr. Sr. High School,Notus,ID,6-12,Yes,Fired two shots inside school and surrendered when confronted by police
19990304ILNIS,1999/3/4,Spring,Niles West High School,Skokie,IL,High,No,Shot security guard in targeted shooting
19990211MSJEP,1999/2/11,Winter,Jefferson-Todd Educational Center,Purvis,MS,Other,Yes,"Held 4 teachers hostage for 12 hours, angry about lack of black teachers"
19990211ILOME,1999/2/11,Winter,Ombudsman Educational Service Center,Elgin,IL,High,Yes,Masked shooter entered classroom and fired multiple shots at student
19990121TXRIN,1999/1/21,Winter,Richland High School,North Richland Hills,TX,High,Yes,Shot self in school bathroom
19990114NYHAN,1999/1/14,Winter,Harry S. Truman High School,New York,NY,High,Yes,Retaliation for stabbing the prior day
19990108GACEC,1999/1/8,Winter,Central High School,Carrollton,GA,High,Yes,Planned murder/suicide pact
19981211INBEI,1998/12/11,Winter,Ben Davis Junior High School,Indianapolis,IN,Junior High,Yes,Playing with gun on school bus
19981203INERG,1998/12/3,Winter,Ernie Elementary School,Gary,IN,Elementary,No,Parent shot teacher during argument at parent-teacher conference
